question,label
앗 울산 이번 주 미세먼지 어때,S-LOCATION B-DATE E-DATE O O O
앗 이번 주 인천 먼지 초미세먼지 어때,B-DATE E-DATE S-LOCATION O O O O
앗 이번 주 전주 미세먼지 어떤지 알려줄래,B-DATE E-DATE S-LOCATION O O O O
앗 이번 주 강릉 맑아,B-DATE E-DATE S-LOCATION O O
앗 부산 이번 주 미세먼지 어떻니,S-LOCATION B-DATE E-DATE O O O
앗 광주 이번 주 초미세먼지 심하려나,S-LOCATION B-DATE E-DATE O O O
앗 울산 이번 주 미세먼지 어때,S-LOCATION B-DATE E-DATE O O O
앗 이번 주 인천 먼지 초미세먼지 어때,B-DATE E-DATE S-LOCATION O O O O
앗 이번 주 전주 미세먼지 어떤지 알려줄래,B-DATE E-DATE S-LOCATION O O O O
앗 이번 주 강릉 맑아,B-DATE E-DATE S-LOCATION O O
앗 부산 이번 주 미세먼지 어떻니,S-LOCATION B-DATE E-DATE O O O
앗 광주 이번 주 초미세먼지 심하려나,S-LOCATION B-DATE E-DATE O O O
앗 울산 이번 주 미세먼지 어때,S-LOCATION B-DATE E-DATE O O O
앗 이번 주 인천 먼지 초미세먼지 어때,B-DATE E-DATE S-LOCATION O O O O
앗 이번 주 전주 미세먼지 어떤지 알려줄래,B-DATE E-DATE S-LOCATION O O O O
앗 이번 주 강릉 맑아,B-DATE E-DATE S-LOCATION O O
앗 부산 이번 주 미세먼지 어떻니,S-LOCATION B-DATE E-DATE O O O
앗 광주 이번 주 초미세먼지 심하려나,S-LOCATION B-DATE E-DATE O O O
앗 울산 이번 주 미세먼지 어때,S-LOCATION B-DATE E-DATE O O O
앗 이번 주 인천 먼지 초미세먼지 어때,B-DATE E-DATE S-LOCATION O O O O
앗 이번 주 전주 미세먼지 어떤지 알려줄래,B-DATE E-DATE S-LOCATION O O O O
앗 전라북도 초미세먼지 어떤지 알려줄래,S-LOCATION O O O O
앗 전라북도 미세먼지 어떤지 알려줄 수 있니,S-LOCATION O O O O O O
앗 충청북도 미세먼지 심할지 알려줄래,S-LOCATION O O O O
앗 충청도 미세먼지 심할지 알아봐줘,S-LOCATION O O O O
앗 전라남도 초미세먼지 심할지 알고싶어,S-LOCATION O O O O
앗 경기도 초미세먼지 어떤지 알 수 있을까,S-LOCATION O O O O O O
앗 강원도 미세먼지 어떤지 말해 주라,S-LOCATION O O O O O
앗 전라도 미세먼지 어떤지 말해 줄 수 있니,S-LOCATION O O O O O O O
앗 전라남도 먼지 말해 주라,S-LOCATION O O O O
앗 전라남도 초미세먼지 어떤지 알려줄래,S-LOCATION O O O O
앗 서울 미세먼지 심할지 말해 줘봐,S-LOCATION O O O O O
앗 경상북도 초미세먼지 어떤지 알려줄 수 있니,S-LOCATION O O O O O O
앗 경기도 초미세먼지 어떤지 알려주세요,S-LOCATION O O O O
앗 강원도 초미세먼지 심할지 말해 주세요,S-LOCATION O O O O O
야 경상도 초미세먼지 어떤지 알아봐줘,S-LOCATION O O O O
야 경기도 먼지 말해 주라,S-LOCATION O O O O
야 충청도 초미세먼지 어떤지 말해 주세요,S-LOCATION O O O O O
야 충청도 먼지 말해 줘,S-LOCATION O O O O
야 충청북도 미세먼지 심할지 말해 줄 수 있니,S-LOCATION O O O O O O O
야 경상북도 먼지 말해 주라,S-LOCATION O O O O
야 제주도 미세먼지 심할지 알려주라,S-LOCATION O O O O
야 전라북도 미세먼지 알려줘,S-LOCATION O O O
야 전라남도 미세먼지 어떤지 말해 줘,S-LOCATION O O O O O
야 경상북도 먼지 부탁 합니다,S-LOCATION O O O O
야 강원도 초미세먼지 어떤지 알려주세요,S-LOCATION O O O O
야 제주도 초미세먼지 어떤지 알려주라,S-LOCATION O O O O
야 충청도 미세먼지 어떤지 말해 주세요,S-LOCATION O O O O O
야 충청남도 먼지 말해 줘봐,S-LOCATION O O O O
야 제주도 미세먼지 심할지 알려줄래,S-LOCATION O O O O
야 전라남도 초미세먼지 심할지 말해 주라,S-LOCATION O O O O O
야 충청남도 초미세먼지 어떤지 말해 주세요,S-LOCATION O O O O O
야 강원도 먼지 부탁 합니다,S-LOCATION O O O O
야 서울 미세먼지 어떤지 알 수 있을까,S-LOCATION O O O O O O
야 강원도 초미세먼지 어떤지 말해 주세요,S-LOCATION O O O O O
야 경상남도 미세먼지 심할지 알아봐줘,S-LOCATION O O O O
야 충청남도 미세먼지 어떤지 말해 줄 수 있니,S-LOCATION O O O O O O O
야 전라남도 미세먼지 알려주라,S-LOCATION O O O
야 충청도 초미세먼지 어떤지 알려주라,S-LOCATION O O O O
야 충청남도 미세먼지 심할지 알아봐줘,S-LOCATION O O O O
야 경상북도 초미세먼지 어떤지 알려줘,S-LOCATION O O O O
야 경상남도 미세먼지 심할지 알려줄래,S-LOCATION O O O O
야 경상북도 미세먼지 어떤지 알려줘,S-LOCATION O O O O
야 충청도 초미세먼지 심할지 말해 주세요,S-LOCATION O O O O O
야 경상북도 미세먼지 어떤지 알려줄 수 있니,S-LOCATION O O O O O O
야 충청남도 미세먼지 알려줄 수 있니,S-LOCATION O O O O O
야 전라북도 미세먼지 어떤지 말해 줘,S-LOCATION O O O O O
야 전라남도 초미세먼지 어떤지 말해 주세요,S-LOCATION O O O O O
야 제주도 미세먼지 심할지 부탁 해,S-LOCATION O O O O O
야 충청도 초미세먼지 심할지 알아봐줘,S-LOCATION O O O O
야 전라남도 미세먼지 심할지 알 수 있을까,S-LOCATION O O O O O O
야 강원도 초미세먼지 심할지 말해 줄 수 있니,S-LOCATION O O O O O O O
야 서울 미세먼지 알려주라,S-LOCATION O O O
야 전라도 초미세먼지 어떤지 알려줄래,S-LOCATION O O O O
야 충청남도 미세먼지 심할지 부탁 해,S-LOCATION O O O O O
야 전라남도 초미세먼지 심할지 알려줄래,S-LOCATION O O O O
야 충청남도 미세먼지 알려주라,S-LOCATION O O O
야 경상도 미세먼지 심할지 알고싶어,S-LOCATION O O O O
야 경상북도 미세먼지 심할지 말해 줘,S-LOCATION O O O O O
야 충청도 오존 어떤지 말해 줘봐,S-LOCATION O O O O O
야 경상북도 오존 심할지 알 수 있을까,S-LOCATION O O O O O O
야 경상도 오존 어떤지 부탁 해,S-LOCATION O O O O O
야 전라도 미세먼지 심할지 말해 줘,S-LOCATION O O O O O
야 전라도 오존 어떤지 말해 주세요,S-LOCATION O O O O O
야 경상도 오존 어떤지 알려주라,S-LOCATION O O O O
야 충청도 오존 심할지 말해 줘,S-LOCATION O O O O O
야 서울 오존 어떤지 알고싶어,S-LOCATION O O O O
야 전라남도 미세먼지 어떤지 부탁 합니다,S-LOCATION O O O O O
야 전라북도 미세먼지 어떤지 말해 주세요,S-LOCATION O O O O O
야 서울 오존 어떤지 알려줄래,S-LOCATION O O O O
야 충청북도 오존 심할지 말해 주세요,S-LOCATION O O O O O
야 경상남도 미세먼지 심할지 말해 줄 수 있니,S-LOCATION O O O O O O O
야 경상남도 미세먼지 심할지 말해 줘,S-LOCATION O O O O O
야 경상북도 미세먼지 어떤지 알고싶어,S-LOCATION O O O O
야 제주도 오존 심할지 말해 줄 수 있니,S-LOCATION O O O O O O O
야 충청북도 미세먼지 어떤지 알 수 있을까,S-LOCATION O O O O O O
야 전라북도 미세먼지 알려줄 수 있니,S-LOCATION O O O O O
야 제주도 오존 어떤지 알려줘,S-LOCATION O O O O
야 충청도 오존 심할지 말해 주라,S-LOCATION O O O O O
야 전라북도 미세먼지 심할지 알려줘,S-LOCATION O O O O
야 충청북도 오존 심할지 부탁 합니다,S-LOCATION O O O O O
야 충청남도 오존 어떤지 알려주라,S-LOCATION O O O O
야 서울 오존 심할지 알려주세요,S-LOCATION O O O O
야 경상도 미세먼지 어떤지 부탁 해,S-LOCATION O O O O O
야 경기도 오존 어떤지 알려주라,S-LOCATION O O O O
야 경기도 오존 심할지 부탁 합니다,S-LOCATION O O O O O
야 경상도 먼지 말해 줘봐,S-LOCATION O O O O
야 전라북도 오존 어떤지 알고싶어,S-LOCATION O O O O
야 전라북도 오존 어떤지 말해 주세요,S-LOCATION O O O O O
야 경상북도 미세먼지 심할지 알고싶어,S-LOCATION O O O O
야 강원도 미세먼지 어떤지 알려줘,S-LOCATION O O O O
야 충청북도 미세먼지 알려줄 수 있니,S-LOCATION O O O O O
야 전라북도 미세먼지 심할지 말해 주세요,S-LOCATION O O O O O
야 경상남도 오존 어떤지 알려주라,S-LOCATION O O O O
야 충청도 오존 어떤지 부탁 해,S-LOCATION O O O O O
야 전라북도 먼지 말해 주세요,S-LOCATION O O O O
야 강원도 미세먼지 심할지 알려주세요,S-LOCATION O O O O
야 그니까 용산 미세먼지 어떤지 알려주세요,O S-LOCATION O O O O
야 그니까 의성 미세먼지 심할지 알 수 있을까,O S-LOCATION O O O O O O
야 그니까 화천 오존 어떤지 말해 줘,O S-LOCATION O O O O O
야 그니까 영월 미세먼지 어떤지 말해 줘,O S-LOCATION O O O O O
야 그니까 단양 오존 어떤지 말해 주세요,O S-LOCATION O O O O O
야 아니 거창 미세먼지 어떤지 알려줄 수 있니,O S-LOCATION O O O O O O
야 아니 포항 오존 심할지 알려줘,O S-LOCATION O O O O
야 아니 공주 미세먼지 어떤지 알 수 있을까,O S-LOCATION O O O O O O
야 아니 금산 오존 심할지 말해 주라,O S-LOCATION O O O O O
야 아니 이천 미세먼지 알려주라,O S-LOCATION O O O
야 아니 수원 미세먼지 심할지 알 수 있을까,O S-LOCATION O O O O O O
야 ㅇㅇ 나주 먼지 말해 줘,O S-LOCATION O O O O
야 ㅇㅇ 양주 오존 어떤지 부탁 합니다,O S-LOCATION O O O O O
야 ㅇㅇ 봉화 오존 어떤지 알고싶어,O S-LOCATION O O O O
야 ㅇㅇ 포항 먼지 말해 주세요,O S-LOCATION O O O O
야 ㅇㅇ 성주 오존 심할지 말해 주라,O S-LOCATION O O O O O
야 ㅇㅇ 하동 미세먼지 어떤지 부탁 합니다,O S-LOCATION O O O O O
야 그래 통영 오존 어떤지 알려줄래,O S-LOCATION O O O O
야 그래 영주 오존 어떤지 알고싶어,O S-LOCATION O O O O
야 그래 금산 미세먼지 심할지 알려주세요,O S-LOCATION O O O O
야 그래 계룡 미세먼지 심할지 알고싶어,O S-LOCATION O O O O
야 그래 신안 오존 어떤지 말해 줄 수 있니,O S-LOCATION O O O O O O O
야 그럼 봉화 미세먼지 어떤지 말해 줘,O S-LOCATION O O O O O
야 그럼 부안 미세먼지 심할지 말해 줄 수 있니,O S-LOCATION O O O O O O O
야 그럼 논산 오존 심할지 말해 줘,O S-LOCATION O O O O O
야 그럼 인제 미세먼지 심할지 부탁 해,O S-LOCATION O O O O O
야 그럼 울진 미세먼지 어떤지 부탁 합니다,O S-LOCATION O O O O O
야 그럼 부천 오존 어떤지 알고싶어,O S-LOCATION O O O O
야 그러면 가평 미세먼지 어떤지 부탁 합니다,O S-LOCATION O O O O O
야 그러면 태안 오존 어떤지 알려줘,O S-LOCATION O O O O
야 그러면 남양주 미세먼지 심할지 말해 주세요,O S-LOCATION O O O O O
야 그러면 여수 미세먼지 어떤지 말해 주세요,O S-LOCATION O O O O O
야 그러면 인제 미세먼지 심할지 말해 줄 수 있니,O S-LOCATION O O O O O O O
야 그러면 청양 오존 어떤지 알려줄 수 있니,O S-LOCATION O O O O O O
야 그러면 광명 미세먼지 어떤지 말해 줘,O S-LOCATION O O O O O
야 서울 오존 심할지 알려줄래,S-LOCATION O O O O
야 전라도 미세먼지 심할지 부탁 해,S-LOCATION O O O O O
야 전라남도 오존 어떤지 말해 줘봐,S-LOCATION O O O O O
야 전라남도 미세먼지 어떤지 알려줄래,S-LOCATION O O O O
야 경상남도 오존 심할지 알려줘,S-LOCATION O O O O
야 경기도 미세먼지 알려주라,S-LOCATION O O O
야 제주도 오존 심할지 말해 줘봐,S-LOCATION O O O O O
야 경상남도 미세먼지 알아봐줘,S-LOCATION O O O
야 서울 미세먼지 심할지 알려줄 수 있니,S-LOCATION O O O O O O
야 충청북도 오존 어떤지 알고싶어,S-LOCATION O O O O
야 경기도 미세먼지 심할지 알고싶어,S-LOCATION O O O O
야 서울 오존 심할지 말해 줄 수 있니,S-LOCATION O O O O O O O
야 서울 미세먼지 심할지 부탁 해,S-LOCATION O O O O O
야 경상북도 오존 심할지 알려줘,S-LOCATION O O O O
야 충청도 오존 심할지 알 수 있을까,S-LOCATION O O O O O O
야 제주도 미세먼지 어떤지 알려줄래,S-LOCATION O O O O
야 경상남도 미세먼지 심할지 알고싶어,S-LOCATION O O O O
야 충청도 오존 어떤지 알려주세요,S-LOCATION O O O O
야 경기도 오존 심할지 말해 주세요,S-LOCATION O O O O O
야 경기도 미세먼지 어떤지 알고싶어,S-LOCATION O O O O
야 경상북도 미세먼지 어떤지 말해 줄 수 있니,S-LOCATION O O O O O O O
야 강원도 미세먼지 어떤지 말해 줘봐,S-LOCATION O O O O O
야 제주도 미세먼지 알려줄래,S-LOCATION O O O
야 전라도 미세먼지 알려줄래,S-LOCATION O O O
야 전라남도 오존 어떤지 알려주라,S-LOCATION O O O O
야 전라북도 오존 심할지 알아봐줘,S-LOCATION O O O O
야 강원도 오존 어떤지 알려줄래,S-LOCATION O O O O
야 충청남도 먼지 부탁 합니다,S-LOCATION O O O O
야 경상도 미세먼지 어떤지 말해 주세요,S-LOCATION O O O O O
야 충청남도 오존 어떤지 말해 주세요,S-LOCATION O O O O O
야 경상도 미세먼지 어떤지 말해 줘,S-LOCATION O O O O O
야 충청북도 오존 심할지 알려줘,S-LOCATION O O O O
야 충청북도 미세먼지 어떤지 부탁 합니다,S-LOCATION O O O O O
야 충청남도 미세먼지 어떤지 말해 주라,S-LOCATION O O O O O
야 충청남도 오존 어떤지 알려주세요,S-LOCATION O O O O
야 전라도 오존 심할지 말해 주라,S-LOCATION O O O O O
야 전라남도 미세먼지 심할지 알려주세요,S-LOCATION O O O O
야 강원도 오존 심할지 부탁 해,S-LOCATION O O O O O
야 전라도 오존 심할지 알아봐줘,S-LOCATION O O O O
야 전라북도 미세먼지 심할지 말해 주세요,S-LOCATION O O O O O
야 강원도 오존 심할지 알고싶어,S-LOCATION O O O O
야 충청도 미세먼지 심할지 말해 주라,S-LOCATION O O O O O
야 경상도 미세먼지 어떤지 알려주라,S-LOCATION O O O O
야 강원도 미세먼지 심할지 말해 줘봐,S-LOCATION O O O O O
야 경상도 미세먼지 어떤지 말해 주라,S-LOCATION O O O O O
야 경기도 오존 어떤지 말해 줘봐,S-LOCATION O O O O O
야 강원도 먼지 말해 줘,S-LOCATION O O O O
야 충청남도 오존 심할지 알고싶어,S-LOCATION O O O O
야 전라남도 오존 어떤지 말해 줘,S-LOCATION O O O O O
야 강원도 미세먼지 알려줄래,S-LOCATION O O O
야 경상남도 오존 어떤지 말해 줄 수 있니,S-LOCATION O O O O O O O
야 경상남도 미세먼지 알려줄래,S-LOCATION O O O
야 전라북도 미세먼지 어떤지 말해 줘봐,S-LOCATION O O O O O
야 전라북도 미세먼지 심할지 알려줄 수 있니,S-LOCATION O O O O O O
야 충청남도 오존 심할지 말해 주라,S-LOCATION O O O O O
야 강원도 먼지 말해 주세요,S-LOCATION O O O O
야 경상도 먼지 말해 주세요,S-LOCATION O O O O
야 경상남도 미세먼지 알려주세요,S-LOCATION O O O
야 경상남도 미세먼지 심할지 알 수 있을까,S-LOCATION O O O O O O
야 전라남도 미세먼지 어떤지 알 수 있을까,S-LOCATION O O O O O O
야 경상북도 미세먼지 어떤지 말해 주라,S-LOCATION O O O O O
야 전라북도 오존 심할지 말해 주세요,S-LOCATION O O O O O
야 경상도 오존 어떤지 부탁 합니다,S-LOCATION O O O O O
야 제주도 미세먼지 어떤지 말해 줄 수 있니,S-LOCATION O O O O O O O
야 전라도 황사 어떤지 말해 줘,S-LOCATION O O O O O
야 전라남도 황사 심할지 알려줘,S-LOCATION O O O O
야 충청도 황사 어떤지 알아봐줘,S-LOCATION O O O O
야 경상도 황사 심할지 알려주세요,S-LOCATION O O O O
야 강원도 황사 어떤지 알아봐줘,S-LOCATION O O O O
야 강원도 황사 어떤지 말해 주세요,S-LOCATION O O O O O
야 전라남도 미세먼지 어떤지 알려줘,S-LOCATION O O O O
야 강원도 미세먼지 알려주세요,S-LOCATION O O O
야 제주도 미세먼지 어떤지 알려줘,S-LOCATION O O O O
야 서울 황사 심할지 말해 줘,S-LOCATION O O O O O
야 전라남도 미세먼지 심할지 알고싶어,S-LOCATION O O O O
야 강원도 황사 어떤지 알려주라,S-LOCATION O O O O
야 서울 미세먼지 심할지 알 수 있을까,S-LOCATION O O O O O O
야 경상북도 황사 심할지 말해 줘,S-LOCATION O O O O O
야 경상도 미세먼지 알 수 있을까,S-LOCATION O O O O O
야 전주 마스크 필요하나,S-LOCATION O O O
야 부여 황사 오니,S-LOCATION O O O
야 나주 미세먼지 어떨까,S-LOCATION O O O
야 괴산 미세먼지 어떨까,S-LOCATION O O O
야 태백 마스크 챙길까예,S-LOCATION O O O
야 무주 미세먼지 어떨까,S-LOCATION O O O
야 용산 미세먼지,S-LOCATION O O
야 화천 마스크 가져가야하나,S-LOCATION O O O
야 진도 미세먼지,S-LOCATION O O
야 횡성 먼지,S-LOCATION O O
야 단양 먼지 어떠냐,S-LOCATION O O O
야 충주 미세먼지,S-LOCATION O O
야 보성 미세먼지,S-LOCATION O O
야 속초 미세먼지 어떨까,S-LOCATION O O O
야 함안 미세먼지 어떨까,S-LOCATION O O O
야 태백 미세먼지 어떨까,S-LOCATION O O O
야 영덕 미세먼지,S-LOCATION O O
야 군산 마스크 써야 하나,S-LOCATION O O O O
야 청양 황사 올까,S-LOCATION O O O
야 하동 미세먼지,S-LOCATION O O
야 옥천 미세먼지 어떨까,S-LOCATION O O O
야 봉화 미세먼지 어떨까,S-LOCATION O O O
야 장수 먼지 좋니,S-LOCATION O O O
야 거제 미세먼지 어떨까,S-LOCATION O O O
야 경산 미세먼지 어떨까,S-LOCATION O O O
야 하남 황사 오니,S-LOCATION O O O
야 계룡 미세먼지,S-LOCATION O O
야 남양주 황사 오니,S-LOCATION O O O
야 영양 미세먼지,S-LOCATION O O
야 담양 마스크 가져갈래,S-LOCATION O O O
야 거제 황사 오니,S-LOCATION O O O
야 남양주 미세먼지 어떨까,S-LOCATION O O O
야 양구 마스크 필요하나,S-LOCATION O O O
야 익산 공기,S-LOCATION O O
야 여주 미세먼지 어떨까,S-LOCATION O O O
야 시흥 먼지 공기,S-LOCATION O O O
야 속초 미세먼지 어떨까,S-LOCATION O O O
야 평창 미세먼지,S-LOCATION O O
야 광명 미세먼지 어떨까,S-LOCATION O O O
야 미세먼지 상태,S-LOCATION O O
야 성주 미세먼지 어떨까,S-LOCATION O O O
야 화천 마스크 가져갈래,S-LOCATION O O O
야 홍성 마스크 필요하나,S-LOCATION O O O
야 청송 마스크 가져갈래,S-LOCATION O O O
야 김천 미세먼지 어떨까,S-LOCATION O O O
야 울릉 미세먼지,S-LOCATION O O
